gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Germ.PGC	Germ.oocyte	Germ.oogonia_STRA8	Germ.oogonia_meiotic	Somatic.OSE	Somatic.granulosa	Somatic.preGC_IIa	Somatic.preGC_IIb
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS0A00FD94B	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC0CA804C89	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC03E04AA64	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC0AC4592F2	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC0DCE246DF	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC0222B6286	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CC0DD99C42B	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS03F7F264A	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS08C7956BD	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS0444827FD	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS0FA9C25E9	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS04A0AEE4C	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS0B90BEB16	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS007136501	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS_and_SLC1A2	CPI-CS0B9E5E3DB	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS084C627C7	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS07040A8BB	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0B607E7E2	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0CC3AA145	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS04F05F7CF	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC05BFEA73C	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0DC1D35A7	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS01E5ABF3E	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0D4DE23C7	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0B810B839	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS053847508	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0B6964744	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0E3F34DEF	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0DE59E92B	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0C109D7DD	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC0AC55FB5B	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CC017AB6A86	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS070B19B57	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0916EF39D	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS01E5D0183	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0D7A1419D	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS06CD4A71F	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS055AEE574	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0975DD44D	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A2	P43004	True	EAA2_HUMAN	Glutamate_byGLS2_and_SLC1A2	CPI-CS0A2EDD507	SLC1A2	0.017	0.005	0.018	0.003	0.005	0.0	0.0	0.0
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS0FC6DD1EA	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS0E765613E	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS0692512DE	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS04BFC66DA	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS04473CE2B	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC0918CCE56	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC02BF19DCF	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS037F4EF32	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC0063E25BD	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC0E60351FF	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS0EB60A2B2	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC049F2ABCF	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC0CB231C91	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC06CC71FC3	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC0E366FBD5	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC036772033	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CC016C39E1C	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS06BDC8BFA	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS077A43ACD	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS0D33309E7	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS071698505	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS0305D24F6	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS002D05AD7	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS09F74FD39	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS_and_SLC1A3	CPI-CS017089111	SLC1A3	0.119	0.01	0.004	0.009	0.067	0.031	0.23	0.08
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS02435169C	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0D028DAA4	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS008389A89	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0B4B01B4B	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0484FC19B	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC07909859C	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC0A8308C2C	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS00E19754C	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC00CFD9E84	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC0B415175C	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS06F474F5A	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC0C33FB78E	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC00605BE5F	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC01CD69B71	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC09EB70913	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC0BB3C6CB3	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CC01E49D97E	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS09CF4D275	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS07C63C8BC	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS05D1E58B4	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0591372DE	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS03D684E7D	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS09698412B	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0EFE72F4B	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A3	P43003	True	EAA1_HUMAN	Glutamate_byGLS2_and_SLC1A3	CPI-CS0947C60AA	SLC1A3	0.111	0.01	0.004	0.009	0.017	0.011	0.013	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS0AC140137	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS0D4790CB0	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS068F11B5E	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS0BCE841D5	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS0603C3490	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC007D5C2B3	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC096C28605	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS0792FFF91	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC0BF385067	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC0DB5AB2C4	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS0827BB954	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC0C8B25F6D	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC0E5CBF38E	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC06FC18E3A	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC0664821F8	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC05B3DB330	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CC002EFE61E	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS052714C89	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS0CD4875F8	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS0C43745D6	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS07AF8702D	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS0A5376E7A	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS020F306DA	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS07EF8D9C2	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS_and_SLC1A6	CPI-CS08910752E	SLC1A6	0.006	0.091	0.005	0.0	0.003	0.006	0.008	0.046
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0C04EA74D	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS096A4BF1B	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0F46608E1	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS013047C58	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS03EEE6D2D	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CC01450B2FA	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CC0C4BEF4C8	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0D9BFD8AF	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CC0ACDCA68F	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CC0FF085B8B	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0A195F101	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CC00939F2D1	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CC0567FF312	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CC064FD0FE9	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CC04A0FDD1C	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CC00F5F0266	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CC00BFD8B11	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0C7C7DD02	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0BC3D8A73	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0554D19E3	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0DB067721	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0F106270D	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0764E52B3	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS09E87611A	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A6	P48664	True	EAA4_HUMAN	Glutamate_byGLS2_and_SLC1A6	CPI-CS0270ABC42	SLC1A6	0.006	0.155	0.005	0.0	0.003	0.006	0.008	0.019
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS075A67A85	SLC1A7	0.002	0.0	0.006	0.027	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS033CD7688	SLC1A7	0.002	0.0	0.006	0.027	0.0	0.0	0.0	0.0
SLC1A7	O00341	True	EAA5_HUMAN	Glutamate_byGLS_and_SLC1A7	CPI-CS0785280EB	SLC1A7	0.002	0.0	0.006	0.027	0.0	0.0	0.0	0.0
