id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,version,interactors,classification,directionality,modulatory_effect
,GABA_byGAD2_and_SLC6A1,GABA-A_a4b2d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A1-GABRA4+GABRB2+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A1,GABA-A_a4b3d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A1-GABRA4+GABRB3+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A1,GABA-A_a4b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A1-GABRA4+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A1,GABA-A_a5b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A1-GABRA5+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A1,GABA-A_a6b3d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A1-GABRA6+GABRB3+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A1,GABA-A_a6b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A1-GABRA6+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A11,Q9UBS5,,GABR1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A11-GABBR1,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A11,O75899,,GABR2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A11-GABBR2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A11,GABA-A_a1b2_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A11-GABRA1+GABRB2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A11,GABA-A_a1b2d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A11-GABRA1+GABRB2+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A11,GABA-A_a1b2g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A11-GABRA1+GABRB2+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A11,GABA-A_a1b3_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A11-GABRA1+GABRB3,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A11,GABA-A_a1b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A11-GABRA1+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A11,GABA-A_a2b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A11-GABRA2+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A11,GABA-A_a3b3e_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A11-GABRA3+GABRB3+GABRE,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A11,GABA-A_a3b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A11-GABRA3+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A11,GABA-A_a3b3o_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A11-GABRA3+GABRB3+GABRQ,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A11,GABA-A_a4b2d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A11-GABRA4+GABRB2+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A11,GABA-A_a4b3d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A11-GABRA4+GABRB3+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A11,GABA-A_a4b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A11-GABRA4+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A11,GABA-A_a5b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A11-GABRA5+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A11,GABA-A_a6b3d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A11-GABRA6+GABRB3+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A11,GABA-A_a6b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A11-GABRA6+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A12,Q9UBS5,,GABR1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A12-GABBR1,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A12,O75899,,GABR2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A12-GABBR2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A12,GABA-A_a1b2_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A12-GABRA1+GABRB2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A12,GABA-A_a1b2d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A12-GABRA1+GABRB2+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A12,GABA-A_a1b2g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A12-GABRA1+GABRB2+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A12,GABA-A_a1b3_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A12-GABRA1+GABRB3,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A12,GABA-A_a1b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A12-GABRA1+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A12,GABA-A_a2b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A12-GABRA2+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A12,GABA-A_a3b3e_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A12-GABRA3+GABRB3+GABRE,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A12,GABA-A_a3b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A12-GABRA3+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A12,GABA-A_a3b3o_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A12-GABRA3+GABRB3+GABRQ,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A12,GABA-A_a4b2d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A12-GABRA4+GABRB2+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A12,GABA-A_a4b3d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A12-GABRA4+GABRB3+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A12,GABA-A_a4b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A12-GABRA4+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A12,GABA-A_a5b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A12-GABRA5+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A12,GABA-A_a6b3d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A12-GABRA6+GABRB3+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A12,GABA-A_a6b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A12-GABRA6+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A13,Q9UBS5,,GABR1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A13-GABBR1,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A13,O75899,,GABR2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A13-GABBR2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A13,GABA-A_a1b2_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A13-GABRA1+GABRB2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A13,GABA-A_a1b2d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A13-GABRA1+GABRB2+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A13,GABA-A_a1b2g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A13-GABRA1+GABRB2+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A13,GABA-A_a1b3_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A13-GABRA1+GABRB3,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A13,GABA-A_a1b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A13-GABRA1+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A13,GABA-A_a2b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A13-GABRA2+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A13,GABA-A_a3b3e_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A13-GABRA3+GABRB3+GABRE,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A13,GABA-A_a3b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A13-GABRA3+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A13,GABA-A_a3b3o_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A13-GABRA3+GABRB3+GABRQ,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A13,GABA-A_a4b2d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A13-GABRA4+GABRB2+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A13,GABA-A_a4b3d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A13-GABRA4+GABRB3+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A13,GABA-A_a4b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A13-GABRA4+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A13,GABA-A_a5b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A13-GABRA5+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A13,GABA-A_a6b3d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A13-GABRA6+GABRB3+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A13,GABA-A_a6b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A13-GABRA6+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A6,Q9UBS5,,GABR1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A6-GABBR1,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A6,O75899,,GABR2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A6-GABBR2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A6,GABA-A_a1b2_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A6-GABRA1+GABRB2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A6,GABA-A_a1b2d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A6-GABRA1+GABRB2+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A6,GABA-A_a1b2g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A6-GABRA1+GABRB2+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A6,GABA-A_a1b3_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A6-GABRA1+GABRB3,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A6,GABA-A_a1b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A6-GABRA1+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A6,GABA-A_a2b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A6-GABRA2+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A6,GABA-A_a3b3e_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A6-GABRA3+GABRB3+GABRE,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A6,GABA-A_a3b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A6-GABRA3+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A6,GABA-A_a3b3o_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A6-GABRA3+GABRB3+GABRQ,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A6,GABA-A_a4b2d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A6-GABRA4+GABRB2+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A6,GABA-A_a4b3d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A6-GABRA4+GABRB3+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A6,GABA-A_a4b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A6-GABRA4+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A6,GABA-A_a5b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A6-GABRA5+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A6,GABA-A_a6b3d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A6-GABRA6+GABRB3+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A6,GABA-A_a6b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A6-GABRA6+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A8,Q9UBS5,,GABR1_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A8-GABBR1,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A8,O75899,,GABR2_HUMAN,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A8-GABBR2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A8,GABA-A_a1b2_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A8-GABRA1+GABRB2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A8,GABA-A_a1b2d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A8-GABRA1+GABRB2+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A8,GABA-A_a1b2g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A8-GABRA1+GABRB2+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A8,GABA-A_a1b3_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A8-GABRA1+GABRB3,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A8,GABA-A_a1b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A8-GABRA1+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A8,GABA-A_a2b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A8-GABRA2+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A8,GABA-A_a3b3e_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A8-GABRA3+GABRB3+GABRE,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A8,GABA-A_a3b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A8-GABRA3+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A8,GABA-A_a3b3o_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A8-GABRA3+GABRB3+GABRQ,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A8,GABA-A_a4b2d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A8-GABRA4+GABRB2+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A8,GABA-A_a4b3d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A8-GABRA4+GABRB3+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A8,GABA-A_a4b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A8-GABRA4+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A8,GABA-A_a5b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A8-GABRA5+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A8,GABA-A_a6b3d_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A8-GABRA6+GABRB3+GABRD,Signaling by GABA,Ligand-Receptor,
,GABA_byGAD2_and_SLC6A8,GABA-A_a6b3g2S_complex,,,curated,uniprot;reactome;IUPHAR,False,JCranley,,,,,,CellPhoneDBcore4.1,GAD2+SLC6A8-GABRA6+GABRB3+GABRG2,Signaling by GABA,Ligand-Receptor,
,P22466,P47211,GALA_HUMAN,GALR1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,GAL-GALR1,Signaling by Galanin,Ligand-Receptor,
,P22466,GALR1,GALA_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,GAL-GALR1+GPR151,Signaling by Galanin,Ligand-Receptor,
,P22466,O43603,GALA_HUMAN,GALR2_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,GAL-GALR2,Signaling by Galanin,Ligand-Receptor,
,P22466,GALR2,GALA_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,GAL-GALR2+GPR151,Signaling by Galanin,Ligand-Receptor,
,P22466,O60755,GALA_HUMAN,GALR3_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,GAL-GALR3,Signaling by Galanin,Ligand-Receptor,
,P22466,GALR3,GALA_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,GAL-GALR3+GPR151,Signaling by Galanin,Ligand-Receptor,
,Q9UBC7,P47211,GALP_HUMAN,GALR1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,GALP-GALR1,Signaling by Galanin,Ligand-Receptor,
,Q9UBC7,GALR1,GALP_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,GALP-GALR1+GPR151,Signaling by Galanin,Ligand-Receptor,
,Q9UBC7,O43603,GALP_HUMAN,GALR2_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,GALP-GALR2,Signaling by Galanin,Ligand-Receptor,
,Q9UBC7,GALR2,GALP_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,GALP-GALR2+GPR151,Signaling by Galanin,Ligand-Receptor,
,Q9UBC7,O60755,GALP_HUMAN,GALR3_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,GALP-GALR3,Signaling by Galanin,Ligand-Receptor,
,Q9UBC7,GALR3,GALP_HUMAN,,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,GALP-GALR3+GPR151,Signaling by Galanin,Ligand-Receptor,
,P17931,Q12866,LEG3_HUMAN,MERTK_HUMAN,curated,uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,LGALS3-MERTK,Signaling by Galectin,Ligand-Receptor,
,O00182,BCR_CD45_CD22,LEG9_HUMAN,,curated,PMID:30120235,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,LGALS9-BCR+CD22+PTPRC,Signaling by Galectin,Ligand-Receptor,
,O00182,Q8TDQ0,LEG9_HUMAN,HAVR2_HUMAN,curated,PMID:27192565;Uniprot,True,RVentoTormo,,,,,,CellPhoneDBcore<=4.1,LGALS9-HAVCR2,Signaling by Galectin,Ligand-Receptor,
,O00182,P07237,LEG9_HUMAN,PDIA1_HUMAN,curated,PMID:21670307;uniprot,True,LGarciaAlonso,,,,,,CellPhoneDBcore<=4.1,LGALS9-P4HB,Signaling by Galectin,Ligand-Receptor,
,P01350,Q9Y653,GAST_HUMAN,AGRG1_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,GAST-ADGRG1,Signaling by Gastrin,Ligand-Receptor,
,P01350,P32238,GAST_HUMAN,CCKAR_HUMAN,curated,uniprot;reactome;IUPHAR,True,JCranley,,,,,,CellPhoneDBcore4.1,GAST-CCKAR,Signaling by Gastrin,Ligand-Receptor,
